timestamp,can_id,dlc,label,attack_type,d0,d1,d2,d3,d4,d5,d6,d7
1.339,19,8,1,dos,252,254,0,1,254,133,2,169
1.34,32,4,0,normal,6,105,1,213,0,0,0,0
1.341,19,8,1,dos,9,19,249,218,3,130,2,170
1.342,798,1,1,fuzzy,206,93,134,242,126,101,17,120
1.343,19,8,0,normal,244,251,4,15,9,130,2,171
1.344,19,8,1,dos,235,240,254,8,249,128,2,171
1.345,48,1,1,fuzzy,252,217,92,152,150,65,215,187
1.346,429,3,1,fuzzy,168,143,209,135,186,112,243,165
1.347,19,8,1,dos,9,245,0,28,241,123,2,172
1.348,32,4,1,spoofing,0,0,1,214,0,0,0,0
1.349,19,8,1,dos,246,245,255,252,15,122,2,173
1.35,5,2,1,fuzzy,224,202,80,124,153,204,115,4
1.351,1067,1,1,fuzzy,98,223,227,37,27,210,54,180
1.352,32,7,1,fuzzy,241,128,3,44,170,172,188,253
1.353,19,8,1,dos,12,11,0,3,238,128,2,174
1.354,1539,1,1,fuzzy,76,9,212,114,16,231,89,115
1.355,64,5,1,fuzzy,197,163,160,12,12,174,62,18
1.356,1180,2,1,fuzzy,28,167,248,94,50,248,171,179
1.357,1355,7,1,fuzzy,104,239,44,121,232,172,228,183
1.358,19,8,1,dos,12,0,1,242,238,125,2,175
1.359,1138,7,1,fuzzy,106,214,26,119,180,96,85,68
1.36,64,4,1,fuzzy,49,200,161,43,122,109,138,85
1.361,19,5,1,fuzzy,251,40,226,11,27,68,116,253
1.362,19,8,1,dos,7,0,2,205,3,123,2,176
1.363,80,2,1,fuzzy,13,41,113,245,241,92,56,122
1.364,1960,8,1,fuzzy,31,101,100,221,50,31,5,24
1.365,64,7,1,fuzzy,82,198,210,187,192,208,8,222
1.366,869,7,1,fuzzy,104,69,220,32,143,92,205,7
1.367,19,8,1,dos,4,14,0,17,248,137,2,177
1.368,577,6,1,fuzzy,207,48,22,20,230,7,27,235
1.369,19,8,1,dos,255,7,0,27,215,126,2,178
1.37,874,7,1,fuzzy,20,28,169,221,8,2,161,232
1.371,19,8,1,dos,255,241,255,250,4,132,2,179
1.372,19,1,1,fuzzy,181,218,245,215,61,30,252,86
1.373,48,1,1,fuzzy,157,66,157,122,43,136,73,248
1.374,683,2,1,fuzzy,163,131,141,47,44,219,28,251
1.375,19,8,1,dos,4,12,5,209,15,130,2,180
1.3760000000000001,19,8,1,dos,252,245,247,16,15,126,2,181
1.377,19,8,0,normal,236,15,255,24,216,128,2,181
1.3780000000000001,64,7,1,fuzzy,17,204,154,38,18,42,19,76
1.379,19,8,1,dos,10,239,1,252,8,127,2,182
1.3800000000000001,19,8,1,dos,241,13,254,254,221,126,2,183
1.381,233,4,1,fuzzy,97,13,209,19,142,229,159,118
1.3820000000000001,605,1,1,fuzzy,41,83,155,93,49,167,102,245
1.383,19,8,1,dos,0,249,250,12,222,131,2,184
1.3840000000000001,1882,4,1,fuzzy,222,214,18,45,151,20,138,51
1.385,80,8,1,fuzzy,180,105,136,246,161,191,182,17
1.3860000000000001,323,8,1,fuzzy,57,252,153,73,53,168,148,147
1.387,19,8,1,dos,22,246,2,245,24,128,2,185
1.3880000000000001,755,5,1,fuzzy,86,31,245,162,216,9,146,116
1.389,5,3,1,fuzzy,224,252,140,243,16,67,163,1
1.3900000000000001,19,8,1,dos,247,253,253,0,0,124,2,186
1.391,48,7,1,fuzzy,12,47,200,100,52,83,205,200
1.3920000000000001,80,6,1,fuzzy,183,15,187,73,110,223,127,205
1.393,64,7,1,fuzzy,72,111,85,11,217,142,237,51
1.3940000000000001,19,8,1,dos,6,7,252,255,239,140,2,187
1.395,189,2,1,fuzzy,94,62,74,227,45,157,220,19
1.3960000000000001,64,2,1,fuzzy,20,64,154,202,251,187,122,127
1.397,19,8,1,dos,2,4,253,239,251,122,2,188
1.3980000000000001,19,8,1,dos,248,1,246,240,248,132,2,189
1.399,166,2,1,fuzzy,127,93,122,67,228,172,247,189
1.4000000000000001,19,3,1,fuzzy,75,51,149,35,213,241,155,149
1.401,5,3,1,fuzzy,8,223,17,250,63,53,117,239
1.4020000000000001,19,8,1,dos,10,6,248,10,238,129,2,190
1.403,32,4,0,normal,5,191,1,223,0,0,0,0
1.4040000000000001,847,5,1,fuzzy,246,224,112,189,75,45,108,184
1.405,5,8,1,fuzzy,66,113,17,54,198,21,90,9
1.4060000000000001,19,8,1,dos,7,251,3,30,251,126,2,191
1.407,80,2,1,fuzzy,95,254,255,237,38,172,152,189
1.408,1017,2,1,fuzzy,233,33,90,16,54,241,13,127
1.409,19,8,0,normal,5,3,1,235,255,126,2,192
1.41,48,4,1,fuzzy,21,253,71,211,45,206,24,138
1.411,19,8,1,dos,228,247,5,3,252,122,2,192
1.412,32,4,1,spoofing,0,0,1,224,0,0,0,0
1.413,1466,4,1,fuzzy,188,96,70,112,91,21,214,203
1.414,19,8,1,dos,251,239,6,243,251,118,2,193
1.415,5,6,1,fuzzy,140,66,98,137,18,2,28,149
1.416,1375,8,1,fuzzy,132,59,144,189,38,183,94,166
1.417,64,3,1,fuzzy,198,96,60,59,90,152,10,83
1.418,19,8,1,dos,10,9,0,244,0,129,2,194
1.419,48,7,1,fuzzy,136,248,50,156,22,229,212,38
1.42,5,1,1,fuzzy,15,30,137,57,15,164,81,116
1.421,894,1,1,fuzzy,45,206,209,25,245,214,80,254
1.422,19,8,1,dos,2,7,0,0,242,128,2,195
1.423,676,4,1,fuzzy,218,5,166,83,113,166,78,177
1.424,48,6,1,fuzzy,70,232,105,211,16,146,138,215
1.425,80,6,1,fuzzy,62,255,252,64,204,227,240,23
1.426,64,2,1,fuzzy,183,112,143,209,224,230,9,34
1.427,19,8,1,dos,14,251,255,27,11,129,2,196
1.428,1962,1,1,fuzzy,155,88,63,185,5,201,125,11
1.429,19,8,1,dos,9,254,1,242,32,122,2,197
1.43,1092,2,1,fuzzy,0,178,14,84,123,211,37,240
1.431,19,8,1,dos,0,255,252,246,252,127,2,198
1.432,80,8,1,fuzzy,246,23,106,50,220,140,195,99
1.433,48,8,1,fuzzy,76,234,79,43,14,10,56,236
1.434,19,8,1,dos,254,5,5,21,12,129,2,199
1.435,32,2,1,fuzzy,242,149,51,128,72,148,155,139
1.436,19,8,1,dos,2,246,5,5,22,132,2,200
1.437,295,3,1,fuzzy,68,126,45,66,142,223,159,126
1.438,32,4,1,fuzzy,212,175,129,26,177,210,57,221
1.439,19,8,0,normal,4,9,0,231,2,140,2,201
1.44,19,8,1,dos,250,234,2,253,16,130,2,201
1.441,32,1,1,fuzzy,106,233,163,167,195,179,101,172
1.442,1067,3,1,fuzzy,22,164,62,39,5,161,19,132
1.443,19,1,1,fuzzy,153,168,190,72,65,238,94,237
1.444,19,8,1,dos,2,240,6,231,244,125,2,202
1.445,19,5,1,fuzzy,26,3,166,243,88,207,137,52
1.446,5,7,1,fuzzy,109,140,25,20,254,252,75,64
1.447,958,3,1,fuzzy,247,113,126,151,3,213,62,11
1.448,19,8,1,dos,253,251,4,230,248,116,2,203
1.449,1894,5,1,fuzzy,4,219,254,234,54,64,45,165
1.45,198,4,1,fuzzy,215,92,94,235,216,127,59,69
1.451,498,5,1,fuzzy,45,190,144,155,248,242,10,177
1.452,5,7,1,fuzzy,85,11,202,6,148,202,91,127
1.453,1158,5,1,fuzzy,188,73,102,190,177,25,249,17
1.454,611,7,1,fuzzy,38,123,24,47,246,53,26,224
1.455,19,8,1,dos,241,7,0,240,193,119,2,204
1.456,209,3,1,fuzzy,47,164,133,204,27,82,20,59
1.457,19,8,1,dos,253,7,249,229,223,127,2,205
1.458,64,8,1,fuzzy,35,213,58,53,130,160,200,161
1.459,19,8,1,dos,239,4,7,1,250,137,2,206
1.46,930,6,1,fuzzy,174,206,142,71,4,149,178,43
1.461,1959,6,1,fuzzy,80,112,147,223,193,92,204,58
1.462,5,1,1,fuzzy,66,38,25,117,171,172,56,224
1.463,19,8,1,dos,251,251,7,10,10,128,2,207
1.464,19,8,1,dos,253,247,255,5,253,131,2,208
1.465,19,8,1,dos,1,248,250,234,21,118,2,209
1.466,32,3,1,fuzzy,249,111,10,217,37,242,204,98
1.467,1162,5,1,fuzzy,245,183,147,211,105,206,107,134
1.468,539,2,1,fuzzy,144,40,24,19,189,75,246,131
1.469,19,8,1,dos,1,250,0,3,233,123,2,210
1.47,48,5,1,fuzzy,20,0,25,112,168,122,3,168
1.471,32,4,0,normal,6,46,1,233,0,0,0,0
1.472,136,3,1,fuzzy,213,94,122,206,5,80,38,10
1.473,19,8,1,dos,255,242,0,0,18,126,2,211
1.474,19,8,0,normal,227,0,4,253,247,125,2,211
1.475,19,8,1,dos,6,10,249,244,212,121,2,212
1.476,32,4,1,spoofing,0,0,1,234,0,0,0,0
1.477,1497,2,1,fuzzy,186,254,66,147,175,48,20,42
1.478,19,8,1,dos,245,3,1,243,246,133,2,213
1.479,610,6,1,fuzzy,106,6,57,45,9,88,48,14
1.48,64,1,1,fuzzy,72,19,103,92,236,216,48,188
1.481,19,8,1,dos,21,230,2,207,254,125,2,214
1.482,647,8,1,fuzzy,188,158,75,102,94,54,36,37
1.483,199,1,1,fuzzy,162,129,179,15,57,246,152,231
1.484,80,1,1,fuzzy,126,229,115,48,212,14,17,50
1.485,80,2,1,fuzzy,67,83,7,80,136,140,47,195
1.486,707,1,1,fuzzy,214,84,67,171,155,58,129,99
1.487,19,8,1,dos,249,253,1,232,240,129,2,215
1.488,599,4,1,fuzzy,138,33,196,223,248,57,1,42
1.489,428,4,1,fuzzy,107,11,214,141,248,36,132,12
1.49,1570,4,1,fuzzy,235,213,82,23,100,79,217,99
1.491,224,2,1,fuzzy,15,71,48,35,165,58,113,110
1.492,782,3,1,fuzzy,137,230,210,1,38,130,58,195
1.493,19,8,1,dos,25,0,2,250,26,121,2,216
1.494,48,4,1,fuzzy,172,60,46,4,22,23,161,90
1.495,976,7,1,fuzzy,48,56,255,19,243,28,82,219
1.496,952,2,1,fuzzy,236,235,56,62,165,154,150,213
1.497,19,8,1,dos,1,3,4,250,15,119,2,217
1.498,915,5,1,fuzzy,229,72,177,170,138,102,154,250
1.499,32,7,1,fuzzy,42,252,225,159,83,180,27,2
1.5,5,8,0,normal,196,174,83,184,1,47,0,0
1.5010000000000001,19,8,1,dos,237,253,12,3,245,129,2,218
1.502,19,8,1,fuzzy,99,195,125,157,27,224,8,138
1.5030000000000001,48,6,0,normal,118,139,120,1,95,0,0,0
1.504,19,8,1,dos,244,237,0,251,249,130,2,219
1.5050000000000001,1096,6,1,fuzzy,231,78,8,33,207,247,151,254
1.506,19,8,1,dos,6,252,0,20,16,129,2,220
1.5070000000000001,1098,3,1,fuzzy,53,6,193,148,57,35,32,121
1.508,19,3,1,fuzzy,40,6,234,230,229,120,127,73
1.5090000000000001,570,5,1,fuzzy,130,202,92,104,72,2,214,200
1.51,470,7,1,fuzzy,90,98,134,147,201,229,5,6
1.5110000000000001,580,1,1,fuzzy,99,126,193,90,171,240,5,49
1.512,1154,7,1,fuzzy,241,232,169,13,95,109,249,76
1.5130000000000001,19,8,0,normal,251,251,10,243,213,124,2,221
1.514,19,8,1,dos,10,13,4,58,14,132,2,221
1.5150000000000001,48,3,1,fuzzy,150,160,108,222,80,107,114,51
1.516,674,1,1,fuzzy,241,121,114,198,163,222,164,53
1.5170000000000001,19,8,1,dos,255,245,253,241,232,125,2,222
1.518,19,8,1,dos,11,244,4,5,7,126,2,223
1.5190000000000001,48,6,1,fuzzy,25,32,135,51,113,98,121,14
1.52,19,8,1,dos,249,251,0,7,4,126,2,224
1.5210000000000001,19,1,1,fuzzy,57,103,140,71,48,181,86,74
1.522,80,8,1,fuzzy,254,98,242,43,42,88,36,77
1.5230000000000001,19,5,1,fuzzy,85,54,182,212,83,224,210,126
1.524,371,4,1,fuzzy,28,8,165,152,75,159,152,34
1.5250000000000001,689,8,1,fuzzy,31,83,69,207,126,108,24,1
1.526,19,8,1,dos,6,0,9,8,251,133,2,225
1.5270000000000001,19,8,1,dos,245,254,251,16,15,135,2,226
1.528,80,8,1,fuzzy,221,107,73,50,2,183,5,173
1.5290000000000001,19,8,1,dos,5,12,0,19,254,133,2,227
1.53,789,1,1,fuzzy,52,170,155,237,131,77,184,86
1.5310000000000001,19,8,1,dos,241,253,0,8,9,123,2,228
1.532,19,8,1,dos,16,255,254,6,237,123,2,229
1.5330000000000001,1264,2,1,fuzzy,13,208,96,252,9,141,190,26
1.534,32,4,0,normal,5,242,1,243,0,0,0,0
1.5350000000000001,19,8,1,dos,246,243,255,5,27,128,2,230
1.536,817,2,1,fuzzy,69,57,167,152,18,51,196,227
1.537,1556,1,1,fuzzy,109,176,254,194,27,141,3,144
1.538,64,7,1,fuzzy,219,156,249,32,18,165,47,222
1.539,32,4,1,fuzzy,108,203,175,225,40,162,174,29
1.54,19,8,1,dos,246,1,251,18,2,126,2,231
1.541,19,8,0,normal,7,22,7,3,239,135,2,232
1.542,80,3,0,normal,68,64,30,0,0,0,0,0
1.543,19,8,1,dos,252,252,252,35,252,125,2,232
1.544,32,4,1,spoofing,0,0,1,244,0,0,0,0
1.545,820,6,1,fuzzy,69,220,47,119,23,67,25,242
1.546,1386,4,1,fuzzy,121,18,114,71,90,233,19,193
1.547,19,8,1,dos,0,233,10,247,240,126,2,233
1.548,1022,5,1,fuzzy,203,154,153,164,207,94,140,114
1.549,1957,2,1,fuzzy,226,137,6,70,142,154,229,75
1.55,48,8,1,fuzzy,186,245,207,150,248,37,129,87
1.551,19,8,1,dos,252,1,247,14,19,118,2,234
1.552,5,7,1,fuzzy,58,236,41,108,46,217,74,3
1.553,5,1,1,fuzzy,95,78,102,216,108,48,178,161
1.554,1044,8,1,fuzzy,4,84,89,189,225,194,18,14
1.555,1685,3,1,fuzzy,79,191,166,253,200,213,108,112
1.556,19,8,1,dos,248,252,1,17,6,120,2,235
1.557,5,8,1,fuzzy,167,87,41,198,223,97,116,147
1.558,19,2,1,fuzzy,71,66,95,124,207,83,96,221
1.559,19,8,1,dos,4,249,252,255,11,124,2,236
1.56,1470,4,1,fuzzy,232,87,173,205,246,217,220,142
1.561,1602,3,1,fuzzy,183,149,62,217,36,247,227,76
1.562,19,4,1,fuzzy,139,64,115,225,136,26,4,247
1.563,1818,5,1,fuzzy,45,111,131,186,88,245,51,212
1.564,2040,1,1,fuzzy,175,194,47,102,36,172,234,33
1.565,19,8,1,dos,244,2,247,6,17,126,2,238
1.566,1172,4,1,fuzzy,33,59,221,161,208,165,108,22
1.567,5,5,1,fuzzy,168,97,39,188,115,209,74,70
1.568,64,3,1,fuzzy,137,158,30,91,135,221,91,12
1.569,906,6,1,fuzzy,42,222,125,197,196,54,64,25
1.57,469,7,1,fuzzy,63,46,38,123,187,234,204,70
1.571,80,8,1,fuzzy,167,28,123,149,212,38,207,214
1.572,19,8,1,dos,2,243,251,249,254,123,2,239
1.573,1972,2,1,fuzzy,166,89,92,122,195,19,158,93
1.574,19,8,1,dos,228,16,8,240,228,134,2,239
1.575,5,4,1,fuzzy,126,50,226,118,136,143,186,12
1.576,1318,4,1,fuzzy,209,7,54,76,3,45,233,202
1.577,19,8,1,dos,10,6,255,27,243,131,2,240
1.578,48,4,1,fuzzy,229,84,74,129,218,193,255,158
1.579,19,8,0,normal,250,252,250,247,252,130,2,241
1.58,19,8,1,dos,244,20,253,248,16,133,2,241
1.581,1871,1,1,fuzzy,223,123,240,13,203,197,246,49
1.582,1077,5,1,fuzzy,56,242,163,153,51,147,19,177
1.583,5,5,1,fuzzy,147,43,209,129,81,97,238,22
1.584,19,8,1,dos,14,0,0,253,0,119,2,242
1.585,19,6,1,fuzzy,204,35,61,177,12,16,213,30
1.586,80,1,1,fuzzy,230,240,201,1,186,91,70,137
1.587,19,8,1,dos,2,253,1,252,255,129,2,243
1.588,1543,5,1,fuzzy,107,130,114,92,117,103,20,158
1.589,1360,2,1,fuzzy,159,152,36,63,149,181,44,198
1.59,5,3,1,fuzzy,234,132,246,49,248,135,240,123
1.591,530,2,1,fuzzy,19,189,50,134,42,37,81,157
1.592,19,8,1,dos,249,7,251,21,250,131,2,244
1.593,48,1,1,fuzzy,248,16,108,113,159,150,139,252
1.594,19,8,1,dos,0,8,3,3,12,125,2,245
1.595,19,8,1,dos,0,249,254,17,238,136,2,247
1.596,1673,8,1,fuzzy,208,231,11,195,25,160,164,109
1.597,19,8,1,dos,244,7,252,240,247,123,2,248
1.598,1267,3,1,fuzzy,85,195,132,103,17,149,197,187
1.599,19,8,1,dos,2,4,0,246,246,132,2,249
1.6,19,8,1,dos,13,250,0,6,23,131,2,250
1.601,80,3,1,fuzzy,92,171,22,235,191,37,199,218
1.602,19,1,1,fuzzy,104,67,55,154,5,108,254,97
1.603,64,4,0,normal,2,196,0,1,0,0,0,0
1.604,32,4,0,normal,5,156,1,253,0,0,0,0
1.605,1257,4,1,fuzzy,10,103,224,230,35,67,51,65
1.606,19,8,1,dos,0,247,0,45,237,124,2,251
1.607,32,3,1,fuzzy,131,111,233,105,218,99,254,31
1.608,753,6,1,fuzzy,122,26,79,94,252,218,122,15
1.609,1878,3,1,fuzzy,45,189,106,151,70,102,10,199
1.61,19,8,1,dos,249,245,250,6,14,128,2,252
1.611,19,8,0,normal,240,2,0,245,247,128,2,252
1.612,48,1,1,fuzzy,167,21,89,151,100,150,126,59
1.613,19,8,1,dos,240,236,250,236,247,128,2,253
1.614,602,5,1,fuzzy,214,65,201,87,22,227,180,206
1.615,32,4,1,spoofing,0,0,1,254,0,0,0,0
1.616,19,8,1,dos,15,23,0,218,246,125,2,254
1.617,997,8,1,fuzzy,98,0,7,24,133,42,149,64
1.618,19,8,1,dos,243,240,1,246,245,122,2,255
1.619,48,3,1,fuzzy,123,191,62,245,69,97,207,113
1.62,64,5,1,fuzzy,201,215,43,244,18,83,183,144
1.621,64,8,1,fuzzy,229,112,10,31,146,205,87,95
1.622,19,8,1,dos,1,232,0,13,8,137,2,0
1.623,1979,5,1,fuzzy,39,82,80,97,125,164,216,223
1.624,19,8,1,dos,0,12,0,30,16,127,2,1
1.625,218,3,1,fuzzy,58,17,73,150,75,161,206,177
1.6260000000000001,32,8,1,fuzzy,133,157,36,4,129,12,234,201
1.627,19,8,1,dos,254,0,252,13,38,117,2,2
1.6280000000000001,19,7,1,fuzzy,253,42,76,16,32,64,253,147
1.629,32,1,1,fuzzy,171,81,170,89,141,114,120,95
1.6300000000000001,19,8,1,dos,2,10,254,253,25,126,2,3
1.631,1246,8,1,fuzzy,59,194,4,58,52,12,94,245
1.6320000000000001,19,8,1,dos,251,255,2,8,16,125,2,4
1.633,19,8,1,dos,9,14,252,23,241,128,2,5
1.6340000000000001,19,8,0,normal,13,249,0,19,241,126,2,5
1.635,19,8,1,dos,252,255,248,14,251,126,2,6
1.6360000000000001,32,1,1,fuzzy,68,207,46,18,35,22,250,241
1.637,2006,3,1,fuzzy,160,9,30,55,100,100,79,233
1.6380000000000001,19,8,1,dos,7,1,251,254,236,127,2,7
1.639,1800,4,1,fuzzy,100,247,27,0,110,209,50,3
1.6400000000000001,32,8,1,fuzzy,86,150,93,29,130,210,253,6
1.641,2042,3,1,fuzzy,64,174,132,188,208,180,153,48
1.6420000000000001,19,8,1,dos,1,4,5,240,248,118,2,8
1.643,1992,6,1,fuzzy,156,221,10,204,118,90,86,10
1.6440000000000001,1657,7,1,fuzzy,189,209,192,117,6,100,43,18
1.645,5,8,1,fuzzy,228,160,170,239,243,77,208,121
1.6460000000000001,19,8,1,dos,250,6,2,30,246,128,2,9
1.647,48,1,1,fuzzy,231,238,155,148,165,144,167,3
1.6480000000000001,32,5,1,fuzzy,103,248,173,74,74,86,164,138
1.649,19,1,1,fuzzy,251,103,21,130,237,175,215,53
1.6500000000000001,19,8,1,dos,22,4,0,2,9,133,2,10
1.651,1858,1,1,fuzzy,32,33,44,139,67,95,48,35
1.6520000000000001,748,1,1,fuzzy,64,163,234,219,157,89,120,142
1.653,1594,6,1,fuzzy,95,142,187,200,16,196,61,177
1.6540000000000001,80,1,1,fuzzy,173,132,62,61,81,96,97,140
1.655,19,8,1,dos,249,26,251,17,8,128,2,11
1.6560000000000001,1867,7,1,fuzzy,85,116,184,182,55,167,241,15
1.657,64,1,1,fuzzy,37,111,35,214,32,158,88,250
1.6580000000000001,19,8,1,dos,27,1,254,230,216,130,2,12
1.659,80,1,1,fuzzy,172,251,175,251,242,32,87,136
1.6600000000000001,1941,3,1,fuzzy,252,10,78,174,23,200,205,85
1.661,1049,6,1,fuzzy,35,196,150,191,133,10,169,14
1.6620000000000001,19,8,1,dos,254,250,2,7,15,130,2,13
1.663,1545,1,1,fuzzy,190,74,248,36,234,123,14,211
1.6640000000000001,1775,5,1,fuzzy,180,85,73,207,133,65,33,209
1.665,48,6,0,normal,127,114,128,1,105,0,0,0
1.666,19,8,1,dos,243,255,2,2,219,127,2,14
1.667,32,4,0,normal,5,221,1,7,0,0,0,0
1.668,19,8,1,dos,0,9,244,30,236,131,2,15
1.669,32,5,1,fuzzy,28,205,250,26,105,9,124,66
1.67,80,1,1,fuzzy,7,235,167,84,119,139,79,253
1.671,19,8,1,dos,253,4,253,222,22,123,2,16
1.672,19,8,0,normal,5,245,0,27,41,133,2,16
1.673,32,4,1,spoofing,0,0,1,8,0,0,0,0
1.674,64,7,1,fuzzy,65,32,212,172,84,20,165,177
1.675,19,8,1,dos,8,248,2,10,34,124,2,17
1.676,1262,4,1,fuzzy,154,62,23,249,89,62,20,106
1.677,64,1,1,fuzzy,165,227,136,230,190,78,219,8
1.678,1065,4,1,fuzzy,181,176,140,13,162,146,159,36
1.679,19,8,1,dos,4,0,250,20,31,127,2,18
1.68,902,2,1,fuzzy,15,24,255,146,38,214,197,79
1.681,19,8,1,dos,255,247,255,3,13,134,2,19
1.682,48,5,1,fuzzy,159,45,58,241,207,237,28,181
1.683,5,2,1,fuzzy,69,18,234,3,76,227,206,4
1.684,80,7,1,fuzzy,239,87,19,190,29,250,134,218
1.685,19,8,1,dos,246,6,255,253,0,127,2,20
1.686,329,5,1,fuzzy,239,82,148,51,125,230,8,162
1.687,19,8,1,dos,4,245,249,13,10,133,2,21
1.688,32,6,1,fuzzy,159,38,151,241,242,192,25,251
1.689,19,8,1,dos,2,4,249,224,14,128,2,22
1.69,48,2,1,fuzzy,162,170,18,185,167,44,170,137
1.691,19,8,1,dos,18,253,255,229,10,116,2,23
1.692,48,8,1,fuzzy,200,143,121,230,16,164,165,192
1.693,1066,6,1,fuzzy,50,117,212,155,117,199,163,85
1.694,19,8,1,dos,3,250,0,252,234,116,2,24
1.695,1101,3,1,fuzzy,212,233,70,206,152,79,203,206
1.696,19,8,1,dos,255,3,0,255,3,126,2,25
1.697,19,8,0,normal,245,4,254,5,241,118,2,26
1.698,19,8,1,dos,246,24,5,29,25,125,2,26
1.699,5,5,1,fuzzy,239,248,17,248,27,221,192,151
1.7,48,3,1,fuzzy,103,198,130,107,80,166,141,135
1.701,19,3,1,fuzzy,80,234,122,200,155,11,244,75
1.702,19,8,1,dos,0,253,4,240,235,120,2,27
1.703,80,3,1,fuzzy,236,34,47,250,107,132,238,46
1.704,19,8,1,dos,252,250,0,233,14,121,2,28
1.705,1887,3,1,fuzzy,86,128,183,194,227,110,172,221
1.706,408,8,1,fuzzy,140,133,75,68,210,44,166,238
1.707,19,8,1,dos,250,255,4,255,224,129,2,29
1.708,19,8,1,dos,251,1,7,239,19,133,2,30
1.709,832,7,1,fuzzy,83,125,46,236,176,239,1,167
1.71,48,8,1,fuzzy,70,246,155,35,142,76,97,34
1.711,19,8,1,dos,244,13,4,10,255,132,2,31
1.712,1038,2,1,fuzzy,194,210,93,224,251,89,241,30
1.713,19,8,1,dos,8,253,248,236,8,128,2,32
1.714,342,5,1,fuzzy,20,95,222,254,163,58,95,171
1.715,826,1,1,fuzzy,25,2,106,170,126,57,206,219
1.716,19,8,1,dos,253,2,3,47,249,132,2,33
1.717,64,8,1,fuzzy,226,148,38,71,191,138,220,168
1.718,19,8,1,dos,1,243,6,4,245,122,2,34
1.719,32,4,0,normal,5,202,1,17,0,0,0,0
1.72,19,8,1,dos,247,251,254,0,12,125,2,35
1.721,19,8,0,normal,7,2,2,4,8,129,2,35
1.722,19,8,1,dos,1,249,254,247,5,135,2,36
1.723,19,8,1,dos,2,254,0,247,22,114,2,37
1.724,32,4,1,spoofing,0,0,1,18,0,0,0,0
1.725,1569,4,1,fuzzy,149,15,30,249,239,157,62,5
1.726,19,1,1,fuzzy,82,36,102,12,9,176,108,159
1.727,19,8,1,dos,10,11,8,6,9,117,2,38
1.728,1946,8,1,fuzzy,119,118,124,215,52,211,182,195
1.729,19,8,1,dos,5,252,0,24,29,128,2,39
1.73,275,2,1,fuzzy,33,116,242,0,86,169,94,176
1.731,19,8,1,dos,7,253,5,246,15,126,2,40
1.732,19,2,1,fuzzy,175,224,20,44,106,79,81,130
1.733,19,8,1,dos,3,253,4,237,4,123,2,41
1.734,1123,8,1,fuzzy,109,120,14,49,234,54,129,158
1.735,19,8,1,dos,7,0,0,33,15,123,2,42
1.736,64,6,1,fuzzy,214,189,21,125,206,23,197,24
1.737,19,8,1,dos,251,1,246,16,243,125,2,43
1.738,1745,3,1,fuzzy,57,179,229,193,93,41,4,54
1.739,19,8,1,dos,1,0,250,0,251,133,2,44
1.74,19,8,1,dos,4,242,0,7,8,126,2,45
1.741,592,5,1,fuzzy,38,192,141,141,174,93,174,165
1.742,19,8,0,normal,254,0,8,2,0,127,2,45
1.743,19,8,1,dos,253,4,255,240,233,122,2,46
1.744,19,8,1,dos,13,6,255,244,3,121,2,47
1.745,19,8,1,dos,3,247,7,232,1,131,2,48
1.746,980,3,1,fuzzy,38,143,42,132,174,52,149,161
1.747,19,7,1,fuzzy,67,4,108,136,58,151,126,125
1.748,19,8,1,dos,250,252,252,4,16,117,2,49
1.749,5,2,1,fuzzy,242,88,120,182,172,197,91,219
1.75,837,7,1,fuzzy,189,20,92,19,104,53,214,149
1.7510000000000001,19,8,1,dos,252,0,251,244,39,125,2,50
1.752,19,8,1,dos,247,25,2,0,18,128,2,51
1.7530000000000001,64,1,1,fuzzy,255,109,21,210,147,78,75,127
1.754,1331,8,1,fuzzy,155,39,142,223,27,119,179,83
1.7550000000000001,32,4,1,fuzzy,225,245,80,239,57,158,67,137
1.756,225,7,1,fuzzy,138,25,147,82,173,123,104,101
1.7570000000000001,1650,3,1,fuzzy,233,17,2,187,95,202,89,136
1.758,1189,2,1,fuzzy,184,231,131,43,119,147,253,250
1.7590000000000001,19,8,1,dos,255,241,255,246,6,125,2,52
1.76,212,4,1,fuzzy,194,186,48,211,176,202,169,42
1.7610000000000001,1444,3,1,fuzzy,199,39,192,250,57,144,249,79
1.762,19,8,1,dos,0,248,7,249,11,120,2,53
1.7630000000000001,80,8,1,fuzzy,56,163,130,245,170,239,79,115
1.764,1428,4,1,fuzzy,60,94,35,188,74,212,19,250
1.7650000000000001,19,8,1,dos,240,19,3,252,11,120,2,54
1.766,32,7,1,fuzzy,133,144,73,231,66,212,58,160
1.7670000000000001,1986,4,1,fuzzy,208,100,197,76,82,144,81,34
1.768,32,4,0,normal,5,209,1,27,0,0,0,0
1.7690000000000001,1584,6,1,fuzzy,126,54,97,224,232,205,242,106
1.77,19,8,1,dos,7,5,0,6,21,130,2,55
1.7710000000000001,1961,7,1,fuzzy,36,12,131,24,181,20,175,207
1.772,19,8,1,dos,0,0,250,235,29,123,2,56
1.7730000000000001,19,8,0,normal,252,2,254,254,241,127,2,56
1.774,868,3,1,fuzzy,16,28,131,204,10,179,252,121
1.7750000000000001,32,4,1,spoofing,0,0,1,28,0,0,0,0
1.776,19,8,1,dos,249,4,1,38,246,129,2,57
1.7770000000000001,80,2,1,fuzzy,166,131,74,187,110,119,123,81
